Datum,Temperatura vode [Â°C],Smer morskega toka 2m pod gladino [Â°],Hitrost morskega toka 2m pod glad. [cm/s],Smer morskega toka 10m pod gladino [Â°],Hitrost morskega toka 10m pod glad. [cm/s],ZnaÄilna viÅ¡ina valov [m],Maksimalna viÅ¡ina valov [m],Smer valovanja [Â°],Perioda valovanja [s]
31.07.2023 19:00,26.6,184,6,79,6,0.08,0.00,218,3
31.07.2023 18:00,26.5,160,9,68,11,0.08,0.00,183,3
31.07.2023 17:00,26.7,183,4,55,4,0.08,0.00,207,3
31.07.2023 16:00,26.6,205,8,350,5,0.08,0.00,243,3
31.07.2023 15:00,26.8,181,8,236,6,0.08,0.00,185,3
31.07.2023 14:00,26.8,207,11,221,7,0.08,0.00,201,3
31.07.2023 13:00,26.6,155,11,253,9,0.08,0.00,50,2
31.07.2023 12:00,26.4,129,6,226,9,0.16,0.00,62,3
31.07.2023 11:00,26.2,93,2,217,9,0.20,0.00,50,2
31.07.2023 10:00,26.2,70,7,143,8,0.20,0.00,60,2
31.07.2023 09:00,26.1,53,13,160,12,0.27,0.31,65,3
31.07.2023 08:00,26.0,44,12,135,6,0.31,0.31,63,3
31.07.2023 07:00,25.9,56,15,152,9,0.27,0.00,57,3
31.07.2023 06:00,25.9,15,14,93,7,0.27,0.00,38,2
31.07.2023 05:00,25.8,6,14,127,9,0.16,0.00,50,3
31.07.2023 04:00,25.9,316,8,153,9,0.12,0.00,144,3
31.07.2023 03:00,25.9,280,16,155,5,0.04,0.00,269,3
31.07.2023 02:00,26.0,270,16,291,4,0.12,0.00,4,3
31.07.2023 01:00,26.1,267,13,311,4,0.08,0.00,205,3
31.07.2023 00:00,26.2,240,16,354,6,0.08,0.00,255,3
30.07.2023 23:00,26.4,235,21,332,4,0.08,0.00,184,3
30.07.2023 22:00,26.3,225,23,343,7,0.12,0.00,241,3
30.07.2023 21:00,26.3,193,22,314,4,0.12,0.00,214,3
30.07.2023 20:00,26.6,148,21,256,2,0.16,0.00,175,3
30.07.2023 19:00,26.6,127,8,177,2,0.16,0.00,175,3
30.07.2023 18:00,26.6,90,14,235,6,0.12,0.00,208,3
30.07.2023 17:00,26.6,86,19,190,5,0.16,0.00,205,3
30.07.2023 16:00,26.5,105,5,202,2,0.12,0.00,225,3
30.07.2023 15:00,26.5,62,11,120,9,0.16,0.00,220,3
30.07.2023 14:00,26.4,27,6,245,6,0.12,0.00,224,3
30.07.2023 13:00,26.0,98,2,263,6,0.16,0.00,215,4
30.07.2023 12:00,25.9,155,1,200,9,0.12,0.00,227,3
30.07.2023 11:00,25.7,302,8,183,9,0.20,0.00,278,3
30.07.2023 10:00,25.6,280,7,118,6,0.31,0.35,34,3
30.07.2023 09:00,25.6,263,11,84,9,0.39,0.47,68,3
30.07.2023 08:00,25.6,308,13,55,16,0.47,0.51,72,3
30.07.2023 07:00,25.7,253,13,83,7,0.35,0.35,58,3
30.07.2023 06:00,25.9,181,23,84,4,0.66,0.90,349,3
30.07.2023 05:00,25.9,200,12,186,8,0.20,0.00,263,3
30.07.2023 04:00,25.7,278,7,35,7,0.16,0.00,216,3
30.07.2023 03:00,25.9,277,12,75,5,0.16,0.00,217,3
30.07.2023 02:00,25.9,260,16,46,7,0.16,0.00,210,3
30.07.2023 01:00,26.1,253,6,246,5,0.16,0.00,214,3
30.07.2023 00:00,26.2,207,8,236,8,0.16,0.00,222,3
29.07.2023 23:00,26.4,165,9,207,8,0.16,0.00,226,3
29.07.2023 22:00,26.6,155,13,249,9,0.16,0.00,204,3
29.07.2023 21:00,26.6,118,7,273,4,0.23,0.00,348,3
29.07.2023 20:00,26.7,124,16,131,4,0.16,0.00,184,3
29.07.2023 19:00,26.7,97,14,158,2,0.20,0.00,204,3
29.07.2023 18:00,26.9,58,9,329,2,0.20,0.00,210,3
29.07.2023 17:00,27.0,70,15,122,8,0.16,0.00,238,3
29.07.2023 16:00,27.2,70,11,117,6,0.20,0.00,170,3
29.07.2023 15:00,27.1,70,6,120,2,0.16,0.00,220,3
29.07.2023 14:00,27.0,204,1,69,5,0.20,0.00,213,3
29.07.2023 13:00,26.3,280,1,59,2,0.20,0.00,210,3
29.07.2023 12:00,26.2,246,5,139,2,0.20,0.00,213,3
29.07.2023 11:00,25.9,202,5,222,4,0.16,0.00,222,3
29.07.2023 10:00,25.7,162,4,96,2,0.20,0.00,224,3
29.07.2023 09:00,25.7,124,7,30,9,0.20,0.00,186,3
29.07.2023 08:00,25.7,100,8,14,4,0.20,0.00,169,3
29.07.2023 07:00,25.7,83,14,315,5,0.20,0.00,158,3
29.07.2023 06:00,25.5,56,8,48,2,0.20,0.00,172,3
29.07.2023 05:00,25.5,75,6,131,4,0.23,0.00,155,3
29.07.2023 04:00,25.5,48,7,97,2,0.20,0.00,162,3
29.07.2023 03:00,25.5,90,8,135,5,0.16,0.00,215,3
29.07.2023 02:00,25.7,72,6,163,2,0.16,0.00,199,3
29.07.2023 01:00,25.8,69,7,152,12,0.16,0.00,213,3
29.07.2023 00:00,25.8,125,4,183,9,0.16,0.00,201,3
28.07.2023 23:00,25.9,110,7,217,7,0.16,0.00,198,3
28.07.2023 22:00,26.0,319,1,170,2,0.16,0.00,226,3
28.07.2023 21:00,26.1,7,5,159,7,0.16,0.00,218,3
28.07.2023 20:00,26.2,285,6,98,1,0.12,0.00,214,3
28.07.2023 19:00,26.2,214,8,128,6,0.16,0.00,208,3
28.07.2023 18:00,26.4,236,9,69,2,0.12,0.00,226,3
28.07.2023 17:00,26.3,177,8,166,1,0.12,0.00,208,3
28.07.2023 16:00,26.2,132,2,142,5,0.12,0.00,211,3
28.07.2023 15:00,26.0,75,1,39,4,0.16,0.00,225,3
28.07.2023 14:00,25.9,150,2,145,2,0.16,0.00,205,3
28.07.2023 13:00,25.9,201,4,246,2,0.16,0.00,206,3
28.07.2023 12:00,25.9,176,5,134,5,0.16,0.00,210,3
28.07.2023 11:00,25.5,177,6,125,8,0.16,0.00,191,3
28.07.2023 10:00,25.3,72,1,60,5,0.16,0.00,162,3
28.07.2023 09:00,25.3,90,1,110,5,0.16,0.00,91,2
28.07.2023 08:00,25.2,191,2,108,5,0.16,0.00,113,2
28.07.2023 07:00,25.2,25,4,58,4,0.20,0.00,147,3
28.07.2023 06:00,25.3,75,4,52,4,0.20,0.00,93,2
28.07.2023 05:00,25.3,248,1,35,8,0.16,0.00,97,2
28.07.2023 04:00,25.2,325,7,0,9,0.12,0.00,165,2
28.07.2023 03:00,25.0,262,8,314,5,0.12,0.00,186,3
28.07.2023 02:00,24.5,271,7,276,4,0.12,0.00,216,3
28.07.2023 01:00,24.2,263,13,249,5,0.08,0.00,245,3
28.07.2023 00:00,25.1,235,9,245,7,0.08,0.00,225,3
27.07.2023 23:00,25.5,219,9,246,12,0.08,0.00,256,4
27.07.2023 22:00,25.5,214,12,225,13,0.08,0.00,147,3
27.07.2023 21:00,25.5,181,5,221,8,0.08,0.00,231,3
27.07.2023 20:00,25.6,190,12,214,7,0.08,0.00,248,3
27.07.2023 19:00,25.6,148,7,208,8,0.08,0.00,233,3
27.07.2023 18:00,25.7,111,8,221,1,0.12,0.00,166,4
27.07.2023 17:00,25.7,103,6,218,6,0.12,0.00,272,3
27.07.2023 16:00,25.7,90,5,73,7,0.12,0.00,258,3
27.07.2023 15:00,25.7,338,5,339,6,0.12,0.00,218,3
27.07.2023 14:00,25.6,343,12,346,4,0.12,0.00,247,3
27.07.2023 13:00,25.6,319,8,309,4,0.12,0.00,89,3
27.07.2023 12:00,25.6,49,7,270,4,0.16,0.00,344,3
27.07.2023 11:00,25.3,328,6,274,5,0.12,0.00,31,3
27.07.2023 10:00,25.2,242,11,226,9,0.16,0.00,49,3
27.07.2023 09:00,25.2,245,11,231,11,0.23,0.00,68,3
27.07.2023 08:00,25.2,176,8,205,14,0.27,0.51,65,3
27.07.2023 07:00,25.2,176,8,170,7,0.35,0.43,69,3
27.07.2023 06:00,25.3,83,4,100,5,0.31,0.35,59,3
27.07.2023 05:00,25.4,142,4,314,2,0.35,0.43,55,3
27.07.2023 04:00,25.4,346,7,105,4,0.35,0.39,52,3
27.07.2023 03:00,25.5,42,7,52,7,0.35,0.47,51,3
27.07.2023 02:00,25.5,350,11,0,7,0.47,0.59,51,3
27.07.2023 01:00,25.5,342,13,354,8,0.51,0.66,55,3
27.07.2023 00:00,25.5,309,20,323,14,0.66,0.74,61,3
26.07.2023 23:00,25.6,294,15,304,11,0.70,1.02,57,3
26.07.2023 22:00,25.7,271,19,291,12,0.59,0.78,34,3
26.07.2023 21:00,25.8,290,20,287,7,0.20,0.00,17,3
26.07.2023 20:00,25.8,256,14,281,16,0.23,0.00,60,2
26.07.2023 19:00,25.8,271,13,255,15,0.27,0.35,72,3
26.07.2023 18:00,25.9,214,11,250,16,0.74,0.78,38,3
26.07.2023 17:00,26.0,231,15,240,12,0.90,1.09,26,3
26.07.2023 16:00,26.2,218,11,201,13,0.27,0.00,56,2
26.07.2023 15:00,26.3,27,6,159,5,0.16,0.00,81,3
26.07.2023 14:00,26.1,103,6,118,4,0.20,0.00,78,3
26.07.2023 13:00,26.0,27,7,184,6,0.31,0.39,71,3
26.07.2023 12:00,25.9,52,12,115,9,0.35,0.35,72,3
26.07.2023 11:00,25.9,15,14,52,11,0.47,0.59,58,3
26.07.2023 10:00,26.0,39,21,65,18,0.59,0.62,50,3
26.07.2023 09:00,26.0,356,18,10,12,0.70,0.98,54,3
26.07.2023 08:00,26.0,325,27,359,15,0.86,0.94,63,4
26.07.2023 07:00,26.1,333,36,28,14,0.90,1.09,50,4
26.07.2023 06:00,26.1,311,29,333,15,0.98,1.29,59,4
26.07.2023 05:00,26.0,321,20,32,11,1.09,1.33,59,4
26.07.2023 04:00,25.9,249,12,141,4,1.13,1.48,53,4
26.07.2023 03:00,26.2,195,8,112,11,1.02,1.52,46,3
26.07.2023 02:00,26.6,174,28,243,8,0.82,0.94,352,3
26.07.2023 01:00,27.0,127,22,239,6,0.39,0.43,337,3
26.07.2023 00:00,27.0,93,19,200,4,0.23,0.00,86,3
25.07.2023 23:00,27.0,75,23,180,4,0.31,0.39,128,3
25.07.2023 22:00,27.0,76,19,204,9,0.35,0.35,207,3
25.07.2023 21:00,27.0,69,15,207,21,0.39,0.70,202,3
25.07.2023 20:00,27.0,53,32,176,11,0.43,0.55,214,3
25.07.2023 19:00,27.2,42,26,135,13,0.31,0.51,203,4
25.07.2023 18:00,27.3,32,19,104,14,0.35,0.55,204,4
25.07.2023 17:00,27.3,14,11,125,9,0.39,0.74,204,4
25.07.2023 16:00,27.2,17,8,70,7,0.55,0.90,203,5
25.07.2023 15:00,26.6,66,4,60,14,0.59,0.82,208,5
25.07.2023 14:00,26.6,195,8,7,5,0.35,0.47,269,3
25.07.2023 13:00,26.6,118,13,39,7,0.31,0.31,305,3
25.07.2023 12:00,26.6,93,14,68,12,0.27,0.00,119,3
25.07.2023 11:00,26.6,96,16,25,4,0.27,0.35,229,3
25.07.2023 10:00,26.7,107,18,224,5,0.39,0.51,237,3
25.07.2023 09:00,26.8,91,27,250,2,0.47,0.59,200,3
25.07.2023 08:00,26.9,70,27,91,7,0.20,0.00,190,3
25.07.2023 07:00,26.9,76,22,160,4,0.20,0.00,193,3
25.07.2023 06:00,26.9,56,8,207,11,0.20,0.00,180,3
25.07.2023 05:00,27.0,53,7,146,9,0.27,0.00,129,3
25.07.2023 04:00,27.0,53,7,141,7,0.23,0.00,63,3
25.07.2023 03:00,27.0,340,7,152,8,0.31,0.31,87,3
25.07.2023 02:00,27.0,322,6,80,11,0.27,0.27,35,3
25.07.2023 01:00,27.0,114,6,80,6,0.39,0.39,354,3
25.07.2023 00:00,27.0,190,1,84,7,0.27,0.31,6,3
24.07.2023 23:00,27.1,257,5,214,5,0.47,0.59,329,3
24.07.2023 22:00,27.2,56,2,160,5,0.23,0.00,180,3
24.07.2023 21:00,27.1,354,4,136,7,0.20,0.00,165,3
24.07.2023 20:00,27.1,82,5,136,2,0.20,0.00,10,3
24.07.2023 19:00,27.1,191,9,224,11,0.43,0.43,340,3
24.07.2023 18:00,27.3,195,5,233,12,0.16,0.00,255,3
24.07.2023 17:00,27.3,222,9,160,4,0.16,0.00,226,3
24.07.2023 16:00,27.4,170,7,75,2,0.20,0.00,202,3
24.07.2023 15:00,27.3,127,8,335,5,0.12,0.00,188,4
24.07.2023 14:00,27.3,146,11,208,5,0.12,0.00,256,3
24.07.2023 13:00,27.3,93,7,28,6,0.12,0.00,203,3
24.07.2023 12:00,27.3,72,12,48,2,0.12,0.00,193,3
24.07.2023 11:00,27.3,69,18,129,2,0.12,0.00,167,3
24.07.2023 10:00,27.1,63,13,46,5,0.12,0.00,202,3
24.07.2023 09:00,27.0,44,13,349,4,0.16,0.00,147,3
24.07.2023 08:00,27.0,30,5,108,1,0.20,0.00,119,3
24.07.2023 07:00,27.0,4,5,270,1,0.20,0.00,110,2
24.07.2023 06:00,27.0,38,7,295,5,0.20,0.00,198,3
24.07.2023 05:00,27.0,138,1,214,7,0.16,0.00,223,3
24.07.2023 04:00,27.1,300,1,260,6,0.16,0.00,155,3
24.07.2023 03:00,27.2,17,4,252,4,0.20,0.00,193,3
24.07.2023 02:00,27.2,27,6,226,4,0.20,0.00,179,3
24.07.2023 01:00,27.3,46,5,235,6,0.16,0.00,208,3
24.07.2023 00:00,27.3,118,6,159,4,0.16,0.00,198,3
23.07.2023 23:00,27.3,87,14,166,5,0.20,0.00,203,3
23.07.2023 22:00,27.3,84,16,112,1,0.23,0.00,198,3
23.07.2023 21:00,27.3,98,12,159,1,0.20,0.00,184,3
23.07.2023 20:00,27.4,59,14,259,0,0.23,0.00,179,3
23.07.2023 19:00,27.5,84,16,291,4,0.20,0.00,191,3
23.07.2023 18:00,27.5,82,15,232,1,0.20,0.00,209,3
23.07.2023 17:00,27.6,86,13,242,8,0.23,0.00,182,3
23.07.2023 16:00,27.7,87,16,262,5,0.35,0.47,197,3
23.07.2023 15:00,27.8,104,7,325,7,0.20,0.00,197,3
23.07.2023 14:00,27.8,58,7,333,5,0.20,0.00,208,3
23.07.2023 13:00,27.6,62,9,25,4,0.16,0.00,220,3
23.07.2023 12:00,27.3,82,13,72,2,0.16,0.00,183,3
23.07.2023 11:00,27.0,75,14,145,4,0.16,0.00,165,3
23.07.2023 10:00,26.6,44,9,103,4,0.20,0.00,79,3
23.07.2023 09:00,26.5,53,6,159,4,0.23,0.00,61,3
23.07.2023 08:00,26.5,28,6,101,9,0.23,0.00,56,3
23.07.2023 07:00,26.4,236,1,184,7,0.31,0.27,60,3
23.07.2023 06:00,26.5,90,4,263,2,0.27,0.35,54,3
23.07.2023 05:00,26.6,295,4,285,1,0.27,0.27,63,3
23.07.2023 04:00,26.6,20,5,350,5,0.27,0.00,46,3
23.07.2023 03:00,26.5,248,6,252,7,0.31,0.39,63,3
23.07.2023 02:00,26.5,329,2,302,6,0.31,0.39,79,3
23.07.2023 01:00,26.5,38,11,291,7,0.35,0.47,82,3
23.07.2023 00:00,26.5,66,8,245,5,0.35,0.39,110,3
22.07.2023 23:00,26.5,167,4,238,11,0.27,0.31,68,3
22.07.2023 22:00,26.5,34,14,121,6,0.16,0.00,257,3
22.07.2023 21:00,26.6,59,7,152,2,0.16,0.00,205,3
22.07.2023 20:00,26.6,274,2,186,5,0.16,0.00,92,3
22.07.2023 19:00,26.6,267,4,158,6,0.23,0.00,69,3
22.07.2023 18:00,26.6,66,8,129,7,0.31,0.31,112,3
22.07.2023 17:00,26.6,68,8,98,4,0.23,0.00,283,3
22.07.2023 16:00,26.6,89,11,228,4,0.27,0.00,278,2
22.07.2023 15:00,26.9,48,6,62,7,0.12,0.00,55,3
22.07.2023 14:00,27.2,101,1,38,9,0.16,0.00,1,3
22.07.2023 13:00,27.0,336,4,21,7,0.12,0.00,77,3
22.07.2023 12:00,26.7,101,4,305,6,0.16,0.00,91,3
22.07.2023 11:00,26.4,62,4,69,8,0.16,0.00,58,3
22.07.2023 10:00,26.3,80,7,55,11,0.23,0.00,59,3
22.07.2023 09:00,26.3,75,2,34,7,0.20,0.00,129,3
22.07.2023 08:00,26.3,59,0,270,1,0.12,0.00,215,3
22.07.2023 07:00,26.3,96,9,122,4,0.16,0.00,61,3
22.07.2023 06:00,26.3,41,5,245,6,0.23,0.00,105,3
22.07.2023 05:00,26.3,117,6,259,6,0.27,0.23,88,3
22.07.2023 04:00,26.4,194,7,239,13,0.16,0.00,124,3
22.07.2023 03:00,26.4,91,7,224,11,0.12,0.00,289,3
22.07.2023 02:00,26.4,91,11,201,13,0.16,0.00,40,2
22.07.2023 01:00,26.4,31,15,179,9,0.12,0.00,33,3
22.07.2023 00:00,26.4,30,11,79,9,0.20,0.00,347,3
21.07.2023 23:00,26.4,8,8,83,11,0.27,0.00,338,2
21.07.2023 22:00,26.5,343,11,63,12,0.08,0.00,304,3
21.07.2023 21:00,26.5,292,9,98,6,0.12,0.00,106,3
21.07.2023 20:00,26.6,270,11,52,12,0.20,0.00,63,3
21.07.2023 19:00,26.6,170,4,41,18,0.27,0.35,49,3
21.07.2023 18:00,26.6,197,19,325,5,0.47,0.59,356,3
21.07.2023 17:00,26.6,180,21,260,7,0.47,0.59,304,3
21.07.2023 16:00,26.5,160,27,214,13,0.66,0.82,295,3
21.07.2023 15:00,26.6,87,6,163,8,0.16,0.00,25,3
21.07.2023 14:00,26.6,63,12,170,6,0.27,0.31,48,3
21.07.2023 13:00,26.6,55,11,131,8,0.39,0.51,43,3
21.07.2023 12:00,26.5,8,16,110,14,0.51,0.59,38,3
21.07.2023 11:00,26.4,7,15,96,16,0.47,0.66,43,3
21.07.2023 10:00,26.5,350,15,70,16,0.55,0.59,49,3
21.07.2023 09:00,26.6,15,13,73,18,0.55,0.66,49,3
21.07.2023 08:00,26.6,10,7,49,16,0.43,0.59,49,3
21.07.2023 07:00,26.6,270,5,66,7,0.51,0.66,49,3
21.07.2023 06:00,26.7,242,5,172,4,0.51,0.59,44,3
21.07.2023 05:00,26.8,221,2,150,4,0.43,0.55,42,3
21.07.2023 04:00,27.0,188,8,198,4,0.39,0.43,41,3
21.07.2023 03:00,27.0,239,8,256,8,0.31,0.43,49,3
21.07.2023 02:00,27.0,181,9,229,11,0.20,0.00,44,2
21.07.2023 01:00,27.0,246,6,191,9,0.12,0.00,256,3
21.07.2023 00:00,27.0,118,8,162,13,0.08,0.00,248,3
20.07.2023 23:00,27.0,142,6,125,13,0.08,0.00,124,3
20.07.2023 22:00,27.0,75,6,120,13,0.12,0.00,131,3
20.07.2023 21:00,27.0,121,9,93,16,0.20,0.00,338,3
20.07.2023 20:00,27.0,165,5,104,13,0.16,0.00,141,3
20.07.2023 19:00,27.0,101,4,69,13,0.20,0.00,205,3
20.07.2023 18:00,27.0,145,8,68,20,0.23,0.00,184,3
20.07.2023 17:00,27.0,96,5,32,16,0.23,0.00,204,2
20.07.2023 16:00,27.0,180,15,35,9,0.27,0.00,211,2
20.07.2023 15:00,26.8,172,14,359,12,0.31,0.35,202,2
20.07.2023 14:00,27.0,195,9,342,6,0.16,0.00,214,2
20.07.2023 13:00,27.0,172,14,311,11,0.12,0.00,205,3
20.07.2023 12:00,27.3,122,14,14,5,0.16,0.00,68,3
20.07.2023 11:00,26.9,96,11,233,9,0.20,0.00,49,3
20.07.2023 10:00,26.4,93,18,77,6,0.23,0.00,43,3
20.07.2023 09:00,26.3,76,16,139,9,0.31,0.39,42,3
20.07.2023 08:00,26.3,46,25,127,13,0.23,0.00,58,3
20.07.2023 07:00,26.4,51,21,142,14,0.16,0.00,58,3
20.07.2023 06:00,26.5,357,12,169,18,0.23,0.00,55,3
20.07.2023 05:00,26.6,8,16,120,15,0.16,0.00,8,2
20.07.2023 04:00,26.6,292,16,135,9,0.16,0.00,41,3
20.07.2023 03:00,26.6,280,21,101,7,0.20,0.00,81,3
20.07.2023 02:00,26.6,257,18,70,11,0.43,0.47,104,3
20.07.2023 01:00,26.7,236,36,252,9,0.82,1.29,104,3
20.07.2023 00:00,26.8,211,26,238,4,0.59,0.70,10,3
19.07.2023 23:00,27.1,177,35,180,33,0.86,1.02,326,3
19.07.2023 22:00,27.9,148,5,127,8,0.08,0.00,206,3
19.07.2023 21:00,28.0,76,8,100,12,0.12,0.00,171,3
19.07.2023 20:00,28.0,55,13,90,14,0.12,0.00,131,3
19.07.2023 19:00,28.1,97,5,94,11,0.12,0.00,190,3
19.07.2023 18:00,28.0,208,5,98,11,0.12,0.00,194,3
19.07.2023 17:00,28.1,222,11,146,9,0.16,0.00,191,3
19.07.2023 16:00,27.9,211,14,135,7,0.12,0.00,208,2
19.07.2023 15:00,27.5,187,18,117,2,0.12,0.00,219,3
19.07.2023 14:00,27.3,177,18,125,7,0.12,0.00,184,3
19.07.2023 13:00,27.4,160,18,129,4,0.12,0.00,199,3
19.07.2023 12:00,27.2,155,18,135,4,0.12,0.00,210,3
19.07.2023 11:00,27.3,134,15,49,6,0.08,0.00,150,3
19.07.2023 10:00,27.0,111,18,103,2,0.08,0.00,304,3
19.07.2023 09:00,26.9,111,18,186,4,0.12,0.00,156,3
19.07.2023 08:00,26.9,96,15,132,6,0.12,0.00,53,3
19.07.2023 07:00,27.0,86,19,159,13,0.08,0.00,166,3
19.07.2023 06:00,27.0,82,16,158,13,0.08,0.00,195,2
19.07.2023 05:00,27.2,45,7,173,19,0.08,0.00,285,2
19.07.2023 04:00,27.2,35,5,181,15,0.12,0.00,289,2
19.07.2023 03:00,27.2,297,9,173,16,0.12,0.00,266,2
19.07.2023 02:00,27.3,285,13,169,16,0.20,0.00,289,3
19.07.2023 01:00,27.1,260,22,177,13,0.23,0.00,335,2
19.07.2023 00:00,27.1,236,21,159,11,0.35,0.31,359,2
18.07.2023 23:00,27.2,243,22,125,9,0.39,0.43,71,3
18.07.2023 22:00,27.2,240,26,60,6,0.43,0.47,49,3
18.07.2023 21:00,27.0,193,29,211,5,0.55,0.59,3,3
18.07.2023 20:00,27.8,169,27,167,13,0.35,0.31,337,2
18.07.2023 19:00,-,-,-,-,-,-,-,-,-
18.07.2023 18:00,29.1,112,12,163,9,0.08,0.00,215,3
18.07.2023 17:00,29.5,118,5,155,13,0.16,0.00,300,3
18.07.2023 16:00,29.6,139,5,180,11,0.08,0.00,212,3
18.07.2023 15:00,29.4,167,9,174,14,0.12,0.00,192,3
18.07.2023 14:00,29.4,162,14,184,13,0.08,0.00,207,3
18.07.2023 13:00,29.1,136,8,180,15,0.12,0.00,118,3
18.07.2023 12:00,28.1,145,11,174,13,0.20,0.00,63,2
18.07.2023 11:00,28.0,63,7,169,8,0.23,0.23,56,3
18.07.2023 10:00,27.7,84,13,162,9,0.27,0.00,51,3
18.07.2023 09:00,27.7,83,4,146,11,0.23,0.00,44,3
18.07.2023 08:00,27.7,79,6,141,6,0.16,0.00,197,3
18.07.2023 07:00,27.7,60,6,146,5,0.16,0.00,170,3
18.07.2023 06:00,27.7,314,2,138,4,0.12,0.00,212,3
18.07.2023 05:00,27.7,343,6,187,9,0.16,0.00,207,3
18.07.2023 04:00,27.7,273,7,187,13,0.12,0.00,227,3
18.07.2023 03:00,27.7,239,14,194,16,0.12,0.00,212,3
18.07.2023 02:00,27.8,222,18,214,11,0.12,0.00,204,3
